inchi	smiles
InChI=1S/C8H16O/c1-6(2)4-7-5-8(7)9-3/h6-8H,4-5H2,1-3H3	COC1CC1CC(C)C
InChI=1S/C7H14O2/c1-5(8)3-6-4-7(6)9-2/h5-8H,3-4H2,1-2H3	COC1CC1CC(C)O
InChI=1S/C7H14O2/c1-5(2)9-7-4-6(7)8-3/h5-7H,4H2,1-3H3	COC1CC1OC(C)C
InChI=1S/C9H16/c1-2-8-6-9(8)5-7-3-4-7/h7-9H,2-6H2,1H3	CCC1CC1CC1CC1
InChI=1S/C8H14O/c1-2-6-3-7(6)4-8-5-9-8/h6-8H,2-5H2,1H3	CCC1CC1CC1CO1
InChI=1S/C8H15N/c1-2-7-5-8(7)6-9-3-4-9/h7-8H,2-6H2,1H3	CCC1CC1CN1CC1
InChI=1S/C8H14O/c1-2-6-5-8(6)9-7-3-4-7/h6-8H,2-5H2,1H3	CCC1CC1OC1CC1
InChI=1S/C7H14N2/c1-2-7-5-9(7)4-6-3-8-6/h6-8H,2-5H2,1H3	CCC1CN1CC1CN1
InChI=1S/C7H13NO/c1-2-6-3-8(6)4-7-5-9-7/h6-7H,2-5H2,1H3	CCC1CN1CC1CO1
InChI=1S/C8H14O/c1-2-7-8(9-7)5-6-3-4-6/h6-8H,2-5H2,1H3	CCC1OC1CC1CC1
InChI=1S/C7H12O2/c1-2-6-7(9-6)3-5-4-8-5/h5-7H,2-4H2,1H3	CCC1OC1CC1CO1
InChI=1S/C7H13NO/c1-2-6-7(9-6)5-8-3-4-8/h6-7H,2-5H2,1H3	CCC1OC1CN1CC1
InChI=1S/C8H15N/c1-2-9-6-8(9)5-7-3-4-7/h7-8H,2-6H2,1H3	CCN1CC1CC1CC1
InChI=1S/C7H13NO/c1-2-8-4-6(8)3-7-5-9-7/h6-7H,2-5H2,1H3	CCN1CC1CC1CO1
InChI=1S/C7H14N2/c1-2-9-6-7(9)5-8-3-4-8/h7H,2-6H2,1H3	CCN1CC1CN1CC1
InChI=1S/C8H14O/c1-9-8-5-7(8)4-6-2-3-6/h6-8H,2-5H2,1H3	COC1CC1CC1CC1
InChI=1S/C7H12O2/c1-8-7-3-5(7)2-6-4-9-6/h5-7H,2-4H2,1H3	COC1CC1CC1CO1
InChI=1S/C7H13NO/c1-9-7-4-6(7)5-8-2-3-8/h6-7H,2-5H2,1H3	COC1CC1CN1CC1
InChI=1S/C7H12O2/c1-8-6-4-7(6)9-5-2-3-5/h5-7H,2-4H2,1H3	COC1CC1OC1CC1
InChI=1S/C8H14O/c9-5-8-4-7(8)3-6-1-2-6/h6-9H,1-5H2	OCC1CC1CC1CC1
InChI=1S/C7H12O2/c8-3-6-1-5(6)2-7-4-9-7/h5-8H,1-4H2	OCC1CC1CC1CO1
InChI=1S/C7H13NO/c9-5-7-3-6(7)4-8-1-2-8/h6-7,9H,1-5H2	OCC1CC1CN1CC1
InChI=1S/C7H12O2/c8-4-5-3-7(5)9-6-1-2-6/h5-8H,1-4H2	OCC1CC1OC1CC1
InChI=1S/C7H13NO/c9-5-7-4-8(7)3-6-1-2-6/h6-7,9H,1-5H2	OCC1CN1CC1CC1
InChI=1S/C6H12N2O/c9-4-6-3-8(6)2-5-1-7-5/h5-7,9H,1-4H2	OCC1CN1CC1CN1
InChI=1S/C6H11NO2/c8-3-5-1-7(5)2-6-4-9-6/h5-6,8H,1-4H2	OCC1CN1CC1CO1
InChI=1S/C7H13NO/c9-4-7-6(8-7)3-5-1-2-5/h5-9H,1-4H2	OCC1NC1CC1CC1
InChI=1S/C6H11NO2/c8-2-6-5(7-6)1-4-3-9-4/h4-8H,1-3H2	OCC1NC1CC1CO1
InChI=1S/C6H12N2O/c9-4-6-5(7-6)3-8-1-2-8/h5-7,9H,1-4H2	OCC1NC1CN1CC1
InChI=1S/C7H12O2/c8-4-7-6(9-7)3-5-1-2-5/h5-8H,1-4H2	OCC1OC1CC1CC1
InChI=1S/C6H10O3/c7-2-6-5(9-6)1-4-3-8-4/h4-7H,1-3H2	OCC1OC1CC1CO1
InChI=1S/C6H11NO2/c8-4-6-5(9-6)3-7-1-2-7/h5-6,8H,1-4H2	OCC1OC1CN1CC1
InChI=1S/C7H13NO/c1-3-6-4-7(6)9-5-8-2/h5-7H,3-4H2,1-2H3	CCC1CC1OC=NC
InChI=1S/C6H11NO2/c1-7-4-9-6-2-5(6)3-8/h4-6,8H,2-3H2,1H3	CN=COC1CC1CO
InChI=1S/C6H11NO2/c1-7-4-9-6-3-5(6)8-2/h4-6H,3H2,1-2H3	COC1CC1OC=NC
InChI=1S/C9H14/c1-3-5-6-9-7-8(9)4-2/h1,8-9H,4-7H2,2H3	CCC1CC1CCC#C
InChI=1S/C8H13N/c1-2-7-6-8(7)4-3-5-9/h7-8H,2-4,6H2,1H3	CCC1CC1CCC#N
InChI=1S/C7H12N2/c1-2-6-5-7(6)9-4-3-8/h6-7,9H,2,4-5H2,1H3	CCC1CC1NCC#N
InChI=1S/C8H12O/c1-3-5-9-8-6-7(8)4-2/h1,7-8H,4-6H2,2H3	CCC1CC1OCC#C
InChI=1S/C7H11NO/c1-2-6-5-7(6)9-4-3-8/h6-7H,2,4-5H2,1H3	CCC1CC1OCC#N
InChI=1S/C8H13N/c1-3-5-6-9-7-8(9)4-2/h1,8H,4-7H2,2H3	CCC1CN1CCC#C
InChI=1S/C7H12N2/c1-2-7-6-9(7)5-3-4-8/h7H,2-3,5-6H2,1H3	CCC1CN1CCC#N
InChI=1S/C7H12N2/c1-2-6-7(9-6)4-3-5-8/h6-7,9H,2-4H2,1H3	CCC1NC1CCC#N
InChI=1S/C8H12O/c1-3-5-6-8-7(4-2)9-8/h1,7-8H,4-6H2,2H3	CCC1OC1CCC#C
InChI=1S/C7H11NO/c1-2-6-7(9-6)4-3-5-8/h6-7H,2-4H2,1H3	CCC1OC1CCC#N
InChI=1S/C8H13N/c1-3-5-6-8-7-9(8)4-2/h1,8H,4-7H2,2H3	CCN1CC1CCC#C
InChI=1S/C7H12N2/c1-2-9-6-7(9)4-3-5-8/h7H,2-4,6H2,1H3	CCN1CC1CCC#N
InChI=1S/C8H12O/c1-3-4-5-7-6-8(7)9-2/h1,7-8H,4-6H2,2H3	COC1CC1CCC#C
InChI=1S/C7H11NO/c1-9-7-5-6(7)3-2-4-8/h6-7H,2-3,5H2,1H3	COC1CC1CCC#N
InChI=1S/C6H10N2O/c1-9-6-4-5(6)8-3-2-7/h5-6,8H,3-4H2,1H3	COC1CC1NCC#N
InChI=1S/C7H10O2/c1-3-4-9-7-5-6(7)8-2/h1,6-7H,4-5H2,2H3	COC1CC1OCC#C
InChI=1S/C6H9NO2/c1-8-5-4-6(5)9-3-2-7/h5-6H,3-4H2,1H3	COC1CC1OCC#N
InChI=1S/C8H12O/c1-2-3-4-7-5-8(7)6-9/h1,7-9H,3-6H2	OCC1CC1CCC#C
InChI=1S/C7H11NO/c8-3-1-2-6-4-7(6)5-9/h6-7,9H,1-2,4-5H2	OCC1CC1CCC#N
InChI=1S/C6H10N2O/c7-1-2-8-6-3-5(6)4-9/h5-6,8-9H,2-4H2	OCC1CC1NCC#N
InChI=1S/C7H10O2/c1-2-3-9-7-4-6(7)5-8/h1,6-8H,3-5H2	OCC1CC1OCC#C
InChI=1S/C6H9NO2/c7-1-2-9-6-3-5(6)4-8/h5-6,8H,2-4H2	OCC1CC1OCC#N
InChI=1S/C7H11NO/c1-2-3-4-8-5-7(8)6-9/h1,7,9H,3-6H2	OCC1CN1CCC#C
InChI=1S/C6H10N2O/c7-2-1-3-8-4-6(8)5-9/h6,9H,1,3-5H2	OCC1CN1CCC#N
InChI=1S/C7H11NO/c1-2-3-4-6-7(5-9)8-6/h1,6-9H,3-5H2	OCC1NC1CCC#C
InChI=1S/C6H10N2O/c7-3-1-2-5-6(4-9)8-5/h5-6,8-9H,1-2,4H2	OCC1NC1CCC#N
InChI=1S/C7H10O2/c1-2-3-4-6-7(5-8)9-6/h1,6-8H,3-5H2	OCC1OC1CCC#C
InChI=1S/C6H9NO2/c7-3-1-2-5-6(4-8)9-5/h5-6,8H,1-2,4H2	OCC1OC1CCC#N
InChI=1S/C8H14O/c1-2-7-6-8(7)4-3-5-9/h5,7-8H,2-4,6H2,1H3	CCC1CC1CCC=O
InChI=1S/C7H13NO/c1-2-6-3-7(6)4-8-5-9/h5-7H,2-4H2,1H3,(H,8,9)	CCC1CC1CNC=O
InChI=1S/C7H12O2/c1-2-6-3-7(6)4-9-5-8/h5-7H,2-4H2,1H3	CCC1CC1COC=O
InChI=1S/C7H12O2/c1-2-6-5-7(6)9-4-3-8/h3,6-7H,2,4-5H2,1H3	CCC1CC1OCC=O
InChI=1S/C7H13NO/c1-2-7-6-8(7)4-3-5-9/h5,7H,2-4,6H2,1H3	CCC1CN1CCC=O
InChI=1S/C6H12N2O/c1-2-5-6(8-5)3-7-4-9/h4-6,8H,2-3H2,1H3,(H,7,9)	CCC1NC1CNC=O
InChI=1S/C6H11NO2/c1-2-5-6(7-5)3-9-4-8/h4-7H,2-3H2,1H3	CCC1NC1COC=O
InChI=1S/C7H12O2/c1-2-6-7(9-6)4-3-5-8/h5-7H,2-4H2,1H3	CCC1OC1CCC=O
InChI=1S/C6H11NO2/c1-2-5-6(9-5)3-7-4-8/h4-6H,2-3H2,1H3,(H,7,8)	CCC1OC1CNC=O
InChI=1S/C6H11NO2/c1-2-5-6(9-5)3-8-4-7/h4-7H,2-3H2,1H3	CCC1OC1COC=N
InChI=1S/C6H10O3/c1-2-5-6(9-5)3-8-4-7/h4-6H,2-3H2,1H3	CCC1OC1COC=O
InChI=1S/C7H13NO/c1-2-8-6-7(8)4-3-5-9/h5,7H,2-4,6H2,1H3	CCN1CC1CCC=O
InChI=1S/C6H12N2O/c1-2-8-4-6(8)3-7-5-9/h5-6H,2-4H2,1H3,(H,7,9)	CCN1CC1CNC=O
InChI=1S/C6H11NO2/c1-2-7-3-6(7)4-9-5-8/h5-6H,2-4H2,1H3	CCN1CC1COC=O
InChI=1S/C7H12O2/c1-9-7-5-6(7)3-2-4-8/h4,6-7H,2-3,5H2,1H3	COC1CC1CCC=O
InChI=1S/C6H11NO2/c1-9-6-2-5(6)3-7-4-8/h4-6H,2-3H2,1H3,(H,7,8)	COC1CC1CNC=O
InChI=1S/C6H11NO2/c1-8-6-2-5(6)3-9-4-7/h4-7H,2-3H2,1H3	COC1CC1COC=N
InChI=1S/C6H10O3/c1-8-6-2-5(6)3-9-4-7/h4-6H,2-3H2,1H3	COC1CC1COC=O
InChI=1S/C6H11NO2/c1-9-6-4-5(6)7-2-3-8/h3,5-7H,2,4H2,1H3	COC1CC1NCC=O
InChI=1S/C6H10O3/c1-8-5-4-6(5)9-3-2-7/h2,5-6H,3-4H2,1H3	COC1CC1OCC=O
InChI=1S/C7H12O2/c8-3-1-2-6-4-7(6)5-9/h3,6-7,9H,1-2,4-5H2	OCC1CC1CCC=O
InChI=1S/C6H11NO2/c8-3-6-1-5(6)2-7-4-9/h4-6,8H,1-3H2,(H,7,9)	OCC1CC1CNC=O
InChI=1S/C6H11NO2/c7-4-9-3-6-1-5(6)2-8/h4-8H,1-3H2	OCC1CC1COC=N
InChI=1S/C6H10O3/c7-2-5-1-6(5)3-9-4-8/h4-7H,1-3H2	OCC1CC1COC=O
InChI=1S/C6H10O3/c7-1-2-9-6-3-5(6)4-8/h1,5-6,8H,2-4H2	OCC1CC1OCC=O
InChI=1S/C6H11NO2/c8-3-1-2-7-4-6(7)5-9/h3,6,9H,1-2,4-5H2	OCC1CN1CCC=O
InChI=1S/C6H11NO2/c8-3-1-2-5-6(4-9)7-5/h3,5-7,9H,1-2,4H2	OCC1NC1CCC=O
InChI=1S/C5H10N2O2/c8-2-5-4(7-5)1-6-3-9/h3-5,7-8H,1-2H2,(H,6,9)	OCC1NC1CNC=O
InChI=1S/C5H10N2O2/c6-3-9-2-5-4(1-8)7-5/h3-8H,1-2H2	OCC1NC1COC=N
InChI=1S/C5H9NO3/c7-1-4-5(6-4)2-9-3-8/h3-7H,1-2H2	OCC1NC1COC=O
InChI=1S/C6H10O3/c7-3-1-2-5-6(4-8)9-5/h3,5-6,8H,1-2,4H2	OCC1OC1CCC=O
InChI=1S/C5H9NO3/c7-2-5-4(9-5)1-6-3-8/h3-5,7H,1-2H2,(H,6,8)	OCC1OC1CNC=O
InChI=1S/C5H9NO3/c6-3-8-2-5-4(1-7)9-5/h3-7H,1-2H2	OCC1OC1COC=N
InChI=1S/C5H8O4/c6-1-4-5(9-4)2-8-3-7/h3-6H,1-2H2	OCC1OC1COC=O
InChI=1S/C7H12O2/c1-7-2-4(3-8)5(7)6(7)9/h4-6,8-9H,2-3H2,1H3	CC12CC(CO)C1C2O
InChI=1S/C6H10O3/c1-6-4(5(6)8)3(2-7)9-6/h3-5,7-8H,2H2,1H3	CC12OC(CO)C1C2O
InChI=1S/C8H14O/c1-5-7-6(4-9)3-8(5,7)2/h5-7,9H,3-4H2,1-2H3	CC1C2C(CO)CC12C
InChI=1S/C7H12O2/c1-4-6-5(3-8)2-7(4,6)9/h4-6,8-9H,2-3H2,1H3	CC1C2C(CO)CC12O
InChI=1S/C7H12O2/c1-4-6-5(3-8)9-7(4,6)2/h4-6,8H,3H2,1-2H3	CC1C2C(CO)OC12C
InChI=1S/C7H13NO/c1-5-7(2)3-6(4-9)8(5)7/h5-6,9H,3-4H2,1-2H3	CC1N2C(CO)CC12C
InChI=1S/C9H16/c1-4-7-5-9(3)6(2)8(7)9/h6-8H,4-5H2,1-3H3	CCC1CC2(C)C(C)C12
InChI=1S/C8H14O/c1-3-5-4-8(2)6(5)7(8)9/h5-7,9H,3-4H2,1-2H3	CCC1CC2(C)C(O)C12
InChI=1S/C8H14O/c1-3-6-4-8(9)5(2)7(6)8/h5-7,9H,3-4H2,1-2H3	CCC1CC2(O)C(C)C12
InChI=1S/C7H12O2/c1-2-4-3-7(9)5(4)6(7)8/h4-6,8-9H,2-3H2,1H3	CCC1CC2(O)C(O)C12
InChI=1S/C8H14O/c1-4-6-7-5(2)8(7,3)9-6/h5-7H,4H2,1-3H3	CCC1OC2(C)C(C)C12
InChI=1S/C7H12O2/c1-3-4-5-6(8)7(5,2)9-4/h4-6,8H,3H2,1-2H3	CCC1OC2(C)C(O)C12
InChI=1S/C7H13NO/c1-3-8-4-7(9)5(2)6(7)8/h5-6,9H,3-4H2,1-2H3	CCN1CC2(O)C(C)C12
InChI=1S/C6H11NO2/c1-2-7-3-6(9)4(7)5(6)8/h4-5,8-9H,2-3H2,1H3	CCN1CC2(O)C(O)C12
InChI=1S/C7H13NO/c1-7-3-5(4-9)6(7)8(7)2/h5-6,9H,3-4H2,1-2H3	CN1C2C(CO)CC12C
InChI=1S/C8H14O/c1-5-7-6(9-3)4-8(5,7)2/h5-7H,4H2,1-3H3	COC1CC2(C)C(C)C12
InChI=1S/C7H12O2/c1-7-3-4(9-2)5(7)6(7)8/h4-6,8H,3H2,1-2H3	COC1CC2(C)C(O)C12
InChI=1S/C7H13NO/c1-7-4-5(9-3)6(7)8(7)2/h5-6H,4H2,1-3H3	COC1CC2(C)C1N2C
InChI=1S/C7H12O2/c1-4-6-5(9-2)3-7(4,6)8/h4-6,8H,3H2,1-2H3	COC1CC2(O)C(C)C12
InChI=1S/C6H10O3/c1-9-3-2-6(8)4(3)5(6)7/h3-5,7-8H,2H2,1H3	COC1CC2(O)C(O)C12
InChI=1S/C6H10O3/c7-2-3-1-6(9)4(3)5(6)8/h3-5,7-9H,1-2H2	OCC1CC2(O)C(O)C12
InChI=1S/C7H13NO/c1-6-3-5(4-9)7(6,2)8-6/h5,8-9H,3-4H2,1-2H3	CC12CC(CO)C1(C)N2
InChI=1S/C7H12O2/c1-6-3-5(4-8)7(6,2)9-6/h5,8H,3-4H2,1-2H3	CC12CC(CO)C1(C)O2
InChI=1S/C8H14O/c1-7-3-6(4-9)8(7,2)5-7/h6,9H,3-5H2,1-2H3	CC12CC1(C)C(CO)C2
InChI=1S/C7H12O2/c1-6-4-7(6,2)9-5(6)3-8/h5,8H,3-4H2,1-2H3	CC12CC1(C)C(CO)O2
InChI=1S/C7H12O2/c1-6-2-5(3-8)7(6,9)4-6/h5,8-9H,2-4H2,1H3	CC12CC1(O)C(CO)C2
InChI=1S/C6H10O3/c1-5-3-6(5,8)4(2-7)9-5/h4,7-8H,2-3H2,1H3	CC12CC1(O)C(CO)O2
InChI=1S/C7H12O2/c1-6-4-7(6,9)2-5(6)3-8/h5,8-9H,2-4H2,1H3	CC12CC1(O)CC2CO
InChI=1S/C9H16/c1-4-7-5-8(2)6-9(7,8)3/h7H,4-6H2,1-3H3	CCC1CC2(C)CC12C
InChI=1S/C8H14O/c1-3-6-4-7(2)5-8(6,7)9/h6,9H,3-5H2,1-2H3	CCC1CC2(C)CC12O
InChI=1S/C8H14O/c1-4-6-5-7(2)8(6,3)9-7/h6H,4-5H2,1-3H3	CCC1CC2(C)OC12C
InChI=1S/C8H14O/c1-3-6-4-8(9)5-7(6,8)2/h6,9H,3-5H2,1-2H3	CCC1CC2(O)CC12C
InChI=1S/C7H12O2/c1-2-5-3-6(8)4-7(5,6)9/h5,8-9H,2-4H2,1H3	CCC1CC2(O)CC12O
InChI=1S/C8H14O/c1-4-6-7(2)5-8(7,3)9-6/h6H,4-5H2,1-3H3	CCC1OC2(C)CC12C
InChI=1S/C7H12O2/c1-3-5-7(8)4-6(7,2)9-5/h5,8H,3-4H2,1-2H3	CCC1OC2(C)CC12O
InChI=1S/C7H13NO/c1-3-8-5-7(9)4-6(7,8)2/h9H,3-5H2,1-2H3	CCN1CC2(O)CC12C
InChI=1S/C8H14O/c1-7-4-6(9-3)8(7,2)5-7/h6H,4-5H2,1-3H3	COC1CC2(C)CC12C
InChI=1S/C7H12O2/c1-6-3-5(9-2)7(6,8)4-6/h5,8H,3-4H2,1-2H3	COC1CC2(C)CC12O
InChI=1S/C7H13NO/c1-6-4-5(9-3)7(6,2)8-6/h5,8H,4H2,1-3H3	COC1CC2(C)NC12C
InChI=1S/C7H12O2/c1-6-4-5(8-3)7(6,2)9-6/h5H,4H2,1-3H3	COC1CC2(C)OC12C
InChI=1S/C7H12O2/c1-6-4-7(6,8)3-5(6)9-2/h5,8H,3-4H2,1-2H3	COC1CC2(O)CC12C
InChI=1S/C6H10O3/c1-9-4-2-5(7)3-6(4,5)8/h4,7-8H,2-3H2,1H3	COC1CC2(O)CC12O
InChI=1S/C6H10O3/c7-2-4-1-5(8)3-6(4,5)9/h4,7-9H,1-3H2	OCC1CC2(O)CC12O
InChI=1S/C8H14O/c1-8-2-6(3-8)7(4-8)5-9/h6-7,9H,2-5H2,1H3	CC12CC(C1)C(CO)C2
InChI=1S/C7H12O2/c1-7-2-5(3-7)6(4-8)9-7/h5-6,8H,2-4H2,1H3	CC12CC(C1)C(CO)O2
InChI=1S/C7H12O2/c1-7-2-5(4-8)6(3-7)9-7/h5-6,8H,2-4H2,1H3	CC12CC(O1)C(CO)C2
InChI=1S/C9H16/c1-3-7-4-9(2)5-8(7)6-9/h7-8H,3-6H2,1-2H3	CCC1CC2(C)CC1C2
InChI=1S/C8H14O/c1-3-6-4-8(2)5-7(6)9-8/h6-7H,3-5H2,1-2H3	CCC1CC2(C)CC1O2
InChI=1S/C8H14O/c1-2-6-3-8(9)4-7(6)5-8/h6-7,9H,2-5H2,1H3	CCC1CC2(O)CC1C2
InChI=1S/C7H13NO/c1-2-6-3-7(9)4-8(6)5-7/h6,9H,2-5H2,1H3	CCC1CC2(O)CN1C2
InChI=1S/C8H14O/c1-3-7-6-4-8(2,5-6)9-7/h6-7H,3-5H2,1-2H3	CCC1OC2(C)CC1C2
InChI=1S/C8H14O/c1-8-3-6(4-8)7(5-8)9-2/h6-7H,3-5H2,1-2H3	COC1CC2(C)CC1C2
InChI=1S/C7H12O2/c1-7-3-5(8-2)6(4-7)9-7/h5-6H,3-4H2,1-2H3	COC1CC2(C)CC1O2
InChI=1S/C7H12O2/c1-9-6-4-7(8)2-5(6)3-7/h5-6,8H,2-4H2,1H3	COC1CC2(O)CC1C2
InChI=1S/C7H12O2/c1-7-3-5(4-7)6(8-2)9-7/h5-6H,3-4H2,1-2H3	COC1OC2(C)CC1C2
InChI=1S/C7H12O2/c8-4-6-3-7(9)1-5(6)2-7/h5-6,8-9H,1-4H2	OCC1CC2(O)CC1C2
InChI=1S/C6H11NO2/c8-2-5-1-6(9)3-7(5)4-6/h5,8-9H,1-4H2	OCC1CC2(O)CN1C2
InChI=1S/C7H12O2/c1-7-2-5(3-8)6(7)4-9-7/h5-6,8H,2-4H2,1H3	CC12CC(CO)C1CO2
InChI=1S/C8H14O/c1-8-3-2-7(8)6(4-8)5-9/h6-7,9H,2-5H2,1H3	CC12CCC1C(CO)C2
InChI=1S/C7H12O2/c1-7-3-2-5(7)6(4-8)9-7/h5-6,8H,2-4H2,1H3	CC12CCC1C(CO)O2
InChI=1S/C6H11NO2/c1-6-3-7-5(6)4(2-8)9-6/h4-5,7-8H,2-3H2,1H3	CC12CNC1C(CO)O2
InChI=1S/C7H12O2/c1-7-2-5(3-8)6(7)9-4-7/h5-6,8H,2-4H2,1H3	CC12COC1C(CO)C2
InChI=1S/C6H11NO2/c1-6-3-9-5(6)4(2-8)7-6/h4-5,7-8H,2-3H2,1H3	CC12COC1C(CO)N2
InChI=1S/C6H10O3/c1-6-3-8-5(6)4(2-7)9-6/h4-5,7H,2-3H2,1H3	CC12COC1C(CO)O2
InChI=1S/C9H16/c1-3-7-6-9(2)5-4-8(7)9/h7-8H,3-6H2,1-2H3	CCC1CC2(C)CCC12
InChI=1S/C8H14O/c1-3-6-4-8(2)5-9-7(6)8/h6-7H,3-5H2,1-2H3	CCC1CC2(C)COC12
InChI=1S/C8H14O/c1-3-6-4-8(2)7(6)5-9-8/h6-7H,3-5H2,1-2H3	CCC1CC2(C)OCC12
InChI=1S/C8H14O/c1-2-6-5-8(9)4-3-7(6)8/h6-7,9H,2-5H2,1H3	CCC1CC2(O)CCC12
InChI=1S/C7H12O2/c1-2-5-3-7(8)4-9-6(5)7/h5-6,8H,2-4H2,1H3	CCC1CC2(O)COC12
InChI=1S/C8H14O/c1-3-7-6-4-5-8(6,2)9-7/h6-7H,3-5H2,1-2H3	CCC1OC2(C)CCC12
InChI=1S/C7H12O2/c1-3-5-6-7(2,9-5)4-8-6/h5-6H,3-4H2,1-2H3	CCC1OC2(C)COC12
InChI=1S/C7H13NO/c1-3-8-5-7(2)6(8)4-9-7/h6H,3-5H2,1-2H3	CCN1CC2(C)OCC12
InChI=1S/C8H14O/c1-8-4-3-6(8)7(5-8)9-2/h6-7H,3-5H2,1-2H3	COC1CC2(C)CCC12
InChI=1S/C7H12O2/c1-7-3-5(8-2)6(7)9-4-7/h5-6H,3-4H2,1-2H3	COC1CC2(C)COC12
InChI=1S/C7H12O2/c1-7-3-6(8-2)5(7)4-9-7/h5-6H,3-4H2,1-2H3	COC1CC2(C)OCC12
InChI=1S/C7H12O2/c1-9-6-4-7(8)3-2-5(6)7/h5-6,8H,2-4H2,1H3	COC1CC2(O)CCC12
InChI=1S/C6H10O3/c1-8-4-2-6(7)3-9-5(4)6/h4-5,7H,2-3H2,1H3	COC1CC2(O)COC12
InChI=1S/C7H12O2/c8-4-5-3-7(9)2-1-6(5)7/h5-6,8-9H,1-4H2	OCC1CC2(O)CCC12
InChI=1S/C6H10O3/c7-2-4-1-6(8)3-9-5(4)6/h4-5,7-8H,1-3H2	OCC1CC2(O)COC12
InChI=1S/C7H13NO/c1-2-7-3-5(4-9)6(7)8-7/h5-6,8-9H,2-4H2,1H3	CCC12CC(CO)C1N2
InChI=1S/C7H12O2/c1-2-7-3-5(4-8)6(7)9-7/h5-6,8H,2-4H2,1H3	CCC12CC(CO)C1O2
InChI=1S/C7H13NO/c1-3-7-4-5(9-2)6(7)8-7/h5-6,8H,3-4H2,1-2H3	CCC12CC(OC)C1N2
InChI=1S/C7H12O2/c1-3-7-4-5(8-2)6(7)9-7/h5-6H,3-4H2,1-2H3	CCC12CC(OC)C1O2
InChI=1S/C8H14O/c1-3-8-4-6(8)7(5-8)9-2/h6-7H,3-5H2,1-2H3	CCC12CC1C(C2)OC
InChI=1S/C8H14O/c1-2-8-3-6(5-9)7(8)4-8/h6-7,9H,2-5H2,1H3	CCC12CC1C(CO)C2
InChI=1S/C7H12O2/c1-2-7-3-5(7)6(4-8)9-7/h5-6,8H,2-4H2,1H3	CCC12CC1C(CO)O2
InChI=1S/C7H13NO/c1-2-7-3-6(4-9)8(7)5-7/h6,9H,2-5H2,1H3	CCC12CN1C(CO)C2
InChI=1S/C9H16/c1-3-7-5-9(4-2)6-8(7)9/h7-8H,3-6H2,1-2H3	CCC1CC2(CC)CC12
InChI=1S/C8H14O/c1-3-6-5-8(4-2)7(6)9-8/h6-7H,3-5H2,1-2H3	CCC1CC2(CC)OC12
InChI=1S/C8H14O/c1-3-6-4-8(9-2)5-7(6)8/h6-7H,3-5H2,1-2H3	CCC1CC2(CC12)OC
InChI=1S/C8H14O/c1-2-6-3-8(5-9)4-7(6)8/h6-7,9H,2-5H2,1H3	CCC1CC2(CO)CC12
InChI=1S/C7H13NO/c1-2-6-3-7(5-9)4-8(6)7/h6,9H,2-5H2,1H3	CCC1CC2(CO)CN12
InChI=1S/C7H13NO/c1-2-5-3-7(4-9)6(5)8-7/h5-6,8-9H,2-4H2,1H3	CCC1CC2(CO)NC12
InChI=1S/C7H12O2/c1-2-5-3-7(4-8)6(5)9-7/h5-6,8H,2-4H2,1H3	CCC1CC2(CO)OC12
InChI=1S/C8H14O/c1-3-7-6-5-8(6,4-2)9-7/h6-7H,3-5H2,1-2H3	CCC1OC2(CC)CC12
InChI=1S/C7H12O2/c1-2-6-5-3-7(5,4-8)9-6/h5-6,8H,2-4H2,1H3	CCC1OC2(CO)CC12
InChI=1S/C7H13NO/c1-3-8-5-7(9-2)4-6(7)8/h6H,3-5H2,1-2H3	CCN1CC2(CC12)OC
InChI=1S/C7H12O2/c1-9-7-2-5(4-8)6(7)3-7/h5-6,8H,2-4H2,1H3	COC12CC1C(CO)C2
InChI=1S/C7H12O2/c1-8-6-4-7(9-2)3-5(6)7/h5-6H,3-4H2,1-2H3	COC1CC2(CC12)OC
InChI=1S/C7H12O2/c1-9-6-3-7(4-8)2-5(6)7/h5-6,8H,2-4H2,1H3	COC1CC2(CO)CC12
InChI=1S/C6H11NO2/c1-9-4-2-6(3-8)5(4)7-6/h4-5,7-8H,2-3H2,1H3	COC1CC2(CO)NC12
InChI=1S/C6H10O3/c1-8-4-2-6(3-7)5(4)9-6/h4-5,7H,2-3H2,1H3	COC1CC2(CO)OC12
InChI=1S/C7H12O2/c8-3-5-1-7(4-9)2-6(5)7/h5-6,8-9H,1-4H2	OCC1CC2(CO)CC12
InChI=1S/C6H11NO2/c8-2-5-1-6(4-9)3-7(5)6/h5,8-9H,1-4H2	OCC1CC2(CO)CN12
InChI=1S/C6H11NO2/c8-2-4-1-6(3-9)5(4)7-6/h4-5,7-9H,1-3H2	OCC1CC2(CO)NC12
InChI=1S/C6H10O3/c7-2-4-1-6(3-8)5(4)9-6/h4-5,7-8H,1-3H2	OCC1CC2(CO)OC12
InChI=1S/C6H10O3/c7-2-5-4-1-6(4,3-8)9-5/h4-5,7-8H,1-3H2	OCC1OC2(CO)CC12
InChI=1S/C9H12/c1-3-7-5-9(4-2)6-8(7)9/h2,7-8H,3,5-6H2,1H3	CCC1CC2(CC12)C#C
InChI=1S/C8H11N/c1-2-6-3-8(5-9)4-7(6)8/h6-7H,2-4H2,1H3	CCC1CC2(CC12)C#N
